Cohort Year,Graduation Rate Type,LEA Entity ID,LEA Name,School Entity ID,School Name,County,Subgroup,Number Graduated,Number in Cohort,Percent Graduated in 4 Years
2011,4 Year,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,African American,*,*,*
2011,4 Year,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,All,40,41,97.56
2011,4 Year,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,Economically Disadvantaged,*,*,*
2011,4 Year,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,Female,24,25,96
2011,4 Year,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,Hispanic or Latino,*,*,*
2011,4 Year,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,Limited English Proficient,*,*,*
2011,4 Year,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,Male,16,16,100
2011,4 Year,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,Migrant,*,*,*
2011,4 Year,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,Multiple Races,*,*,*
2011,4 Year,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,Students With Disabilities,*,*,*
2011,4 Year,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,White,32,32,100
2011,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,African American,*,*,*
2011,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,All,21,53,39.62
2011,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Economically Disadvantaged,19,41,46.34
2011,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Female,12,26,46.15
2011,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Hispanic or Latino,12,34,35.29
2011,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Limited English Proficient,*,*,*
2011,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Male,*,27,33.33
2011,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Migrant,*,*,*
2011,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Native American,*,*,*
2011,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Students With Disabilities,*,*,*
2011,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,White,*,14,50
2011,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,All,*,*,*
2011,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Asian,*,*,*
2011,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Economically Disadvantaged,*,*,*
2011,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Female,*,*,*
2011,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Limited English Proficient,*,*,*
2011,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Male,*,*,*
2011,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Migrant,*,*,*
2011,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Students With Disabilities,*,*,*
2011,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,White,*,*,*
2011,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,All,75,92,81.52
2011,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Economically Disadvantaged,*,*,*
2011,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Female,36,42,85.71
2011,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Hispanic or Latino,*,*,*
2011,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Limited English Proficient,*,*,*
2011,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Male,39,50,78
2011,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Migrant,*,*,*
2011,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Native American,*,*,*
2011,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Students With Disabilities,*,*,*
2011,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,White,69,86,80.23
2011,4 Year,79550,Advanced Education Services,79553,Solon Academy of Arts and Sciences,Maricopa,All,*,*,*
2011,4 Year,79550,Advanced Education Services,79553,Solon Academy of Arts and Sciences,Maricopa,Economically Disadvantaged,*,*,*
2011,4 Year,79550,Advanced Education Services,79553,Solon Academy of Arts and Sciences,Maricopa,Female,*,*,*
2011,4 Year,79550,Advanced Education Services,79553,Solon Academy of Arts and Sciences,Maricopa,Limited English Proficient,*,*,*
2011,4 Year,79550,Advanced Education Services,79553,Solon Academy of Arts and Sciences,Maricopa,Migrant,*,*,*
2011,4 Year,79550,Advanced Education Services,79553,Solon Academy of Arts and Sciences,Maricopa,Students With Disabilities,*,*,*
2011,4 Year,79550,Advanced Education Services,79553,Solon Academy of Arts and Sciences,Maricopa,White,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,African American,42,49,85.71
2011,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,All,335,416,80.53
2011,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Asian,11,12,91.67
2011,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Economically Disadvantaged,*,26,34.62
2011,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Female,170,209,81.34
2011,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Hispanic or Latino,187,237,78.9
2011,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Limited English Proficient,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Male,165,207,79.71
2011,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Migrant,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Native American,*,12,66.67
2011,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Students With Disabilities,19,34,55.88
2011,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,White,87,105,82.86
2011,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,African American,42,49,85.71
2011,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,All,304,381,79.79
2011,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Asian,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Economically Disadvantaged,*,15,46.67
2011,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Female,159,195,81.54
2011,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Hispanic or Latino,142,183,77.6
2011,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Limited English Proficient,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Male,145,186,77.96
2011,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Migrant,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Multiple Races,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Native American,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Students With Disabilities,18,27,66.67
2011,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,White,113,136,83.09
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,African American,68,78,87.18
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,All,439,523,83.94
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Asian,40,48,83.33
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Economically Disadvantaged,*,12,25
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Female,228,262,87.02
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Hispanic or Latino,132,162,81.48
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Limited English Proficient,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Male,211,261,80.84
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Migrant,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Multiple Races,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Native American,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Students With Disabilities,29,39,74.36
2011,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,White,193,229,84.28
2011,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,African American,17,24,70.83
2011,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,All,263,309,85.11
2011,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Asian,15,16,93.75
2011,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Economically Disadvantaged,*,17,52.94
2011,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Female,139,154,90.26
2011,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Hispanic or Latino,81,99,81.82
2011,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Limited English Proficient,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Male,124,155,80
2011,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Migrant,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Multiple Races,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Native American,*,*,*
2011,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Students With Disabilities,15,19,78.95
2011,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,White,147,166,88.55
2011,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,African American,*,18,27.78
2011,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,All,62,165,37.58
2011,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Economically Disadvantaged,51,138,36.96
2011,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Female,30,78,38.46
2011,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Hispanic or Latino,46,123,37.4
2011,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Limited English Proficient,*,*,*
2011,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Male,32,87,36.78
2011,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Migrant,*,*,*
2011,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Native American,*,*,*
2011,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2011,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Students With Disabilities,*,11,18.18
2011,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,White,*,17,47.06
2011,4 Year,79977,Air Academy Charter High School dba Thomas Jefferson High School,79978,Thomas Jefferson High School,Maricopa,All,*,*,*
2011,4 Year,79977,Air Academy Charter High School dba Thomas Jefferson High School,79978,Thomas Jefferson High School,Maricopa,Economically Disadvantaged,*,*,*
2011,4 Year,79977,Air Academy Charter High School dba Thomas Jefferson High School,79978,Thomas Jefferson High School,Maricopa,Hispanic or Latino,*,*,*
2011,4 Year,79977,Air Academy Charter High School dba Thomas Jefferson High School,79978,Thomas Jefferson High School,Maricopa,Limited English Proficient,*,*,*
2011,4 Year,79977,Air Academy Charter High School dba Thomas Jefferson High School,79978,Thomas Jefferson High School,Maricopa,Male,*,*,*
2011,4 Year,79977,Air Academy Charter High School dba Thomas Jefferson High School,79978,Thomas Jefferson High School,Maricopa,Migrant,*,*,*
2011,4 Year,79977,Air Academy Charter High School dba Thomas Jefferson High School,79978,Thomas Jefferson High School,Maricopa,Students With Disabilities,*,*,*
2011,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,All,25,35,71.43
2011,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Economically Disadvantaged,*,13,69.23
2011,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Female,12,16,75
2011,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Hispanic or Latino,*,19,52.63
2011,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Limited English Proficient,*,*,*
2011,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Male,13,19,68.42
2011,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Migrant,*,*,*
2011,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Native American,*,*,*
2011,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Students With Disabilities,*,*,*
2011,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,White,14,14,100
2011,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,African American,*,*,*
2011,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,All,81,98,82.65
2011,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Economically Disadvantaged,63,76,82.89
2011,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Female,49,58,84.48
2011,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Hispanic or Latino,68,84,80.95
2011,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Limited English Proficient,*,*,*
2011,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Male,32,40,80
2011,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Migrant,*,*,*
2011,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Native American,*,*,*
2011,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Native Hawaiian or Pacific Islander,*,*,*
2011,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Students With Disabilities,*,*,*
2011,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,White,*,*,*
2011,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,All,20,56,35.71
2011,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Economically Disadvantaged,16,47,34.04
2011,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Female,15,32,46.88
2011,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Hispanic or Latino,*,14,42.86
2011,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Limited English Proficient,*,*,*
2011,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Male,*,24,20.83
2011,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Migrant,*,*,*
2011,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Multiple Races,*,*,*
2011,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Students With Disabilities,*,*,*
2011,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,White,13,41,31.71
2011,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,African American,*,*,*
2011,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,All,29,96,30.21
2011,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Asian,*,*,*
2011,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Economically Disadvantaged,24,80,30
2011,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Female,21,46,45.65
2011,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Hispanic or Latino,23,82,28.05
2011,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Limited English Proficient,*,*,*
2011,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Male,*,50,16
2011,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Migrant,*,*,*
2011,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Multiple Races,*,*,*
2011,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Students With Disabilities,*,*,*
2011,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,White,*,*,*
2011,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,African American,19,24,79.17
2011,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,All,140,184,76.09
2011,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Asian,*,*,*
2011,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Economically Disadvantaged,21,37,56.76
2011,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Female,85,103,82.52
2011,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Hispanic or Latino,33,51,64.71
2011,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Limited English Proficient,*,*,*
2011,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Male,55,81,67.9
2011,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Migrant,*,*,*
2011,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Multiple Races,*,*,*
2011,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Students With Disabilities,12,20,60
2011,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,White,84,104,80.77
2011,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,African American,22,33,66.67
2011,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,All,86,139,61.87
2011,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Asian,*,*,*
2011,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Economically Disadvantaged,75,126,59.52
2011,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Female,47,66,71.21
2011,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Hispanic or Latino,50,88,56.82
2011,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Limited English Proficient,*,*,*
2011,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Male,39,73,53.42
2011,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Migrant,*,*,*
2011,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Native American,*,*,*
2011,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Students With Disabilities,*,14,71.43
2011,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,White,12,15,80
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,African American,*,*,*
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,All,57,109,52.29
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Asian,*,*,*
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Economically Disadvantaged,42,85,49.41
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Female,31,50,62
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Hispanic or Latino,30,60,50
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Limited English Proficient,*,*,*
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Male,26,59,44.07
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Migrant,*,*,*
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Multiple Races,*,*,*
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Native American,*,*,*
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Students With Disabilities,*,*,*
2011,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,White,17,31,54.84
2011,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,African American,*,22,31.82
2011,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,All,62,140,44.29
2011,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,Economically Disadvantaged,50,110,45.45
2011,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,Female,36,80,45
2011,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,Hispanic or Latino,53,111,47.75
2011,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,Limited English Proficient,*,14,7.14
