Cohort Year,Graduation Rate Type,LEA Entity ID,LEA Name,School Entity ID,School Name,County,Subgroup,Number Graduated,Number in Cohort,Percent Graduated in 4 Years
2015,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Black/African American,*,*,*
2015,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Bottom25,*,*,*
2015,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Economically Disadvantaged,12,38,31.58
2015,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Female,13,27,48.15
2015,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Hispanic or Latino,2,24,8.33
2015,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Limited English Proficient,*,*,*
2015,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Male,6,27,22.22
2015,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Migrant,*,*,*
2015,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Multiple Races,*,*,*
2015,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Students With Disabilities,*,*,*
2015,4 Year,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,White,14,20,70
2015,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,All,*,*,*
2015,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Bottom25,*,*,*
2015,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Economically Disadvantaged,*,*,*
2015,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Female,*,*,*
2015,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Hispanic or Latino,*,*,*
2015,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Limited English Proficient,*,*,*
2015,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Male,*,*,*
2015,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Migrant,*,*,*
2015,4 Year,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Students With Disabilities,*,*,*
2015,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,All,54,64,84.38
2015,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Bottom25,*,*,*
2015,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Economically Disadvantaged,*,*,*
2015,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Female,25,28,89.29
2015,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Hispanic or Latino,*,*,*
2015,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Limited English Proficient,*,*,*
2015,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Male,29,36,80.56
2015,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Migrant,*,*,*
2015,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Multiple Races,*,*,*
2015,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Students With Disabilities,*,*,*
2015,4 Year,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,White,48,53,90.57
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,All,320,397,80.6
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,American Indian or Alaska Native,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Asian,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Black/African American,35,45,77.78
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Bottom25,74,81,91.36
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Economically Disadvantaged,169,215,78.6
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Female,174,195,89.23
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Hispanic or Latino,188,234,80.34
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Limited English Proficient,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Male,146,202,72.28
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Migrant,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Multiple Races,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Students With Disabilities,36,52,69.23
2015,4 Year,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,White,77,92,83.7
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,All,385,424,90.8
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,American Indian or Alaska Native,11,12,91.67
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Asian,15,17,88.24
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Black/African American,44,48,91.67
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Bottom25,108,117,92.31
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Economically Disadvantaged,188,203,92.61
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Female,207,224,92.41
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Hispanic or Latino,200,211,94.79
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Limited English Proficient,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Male,178,200,89
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Migrant,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Multiple Races,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Students With Disabilities,35,39,89.74
2015,4 Year,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,White,107,126,84.92
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,All,503,583,86.28
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,American Indian or Alaska Native,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Asian,33,36,91.67
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Black/African American,45,56,80.36
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Bottom25,119,135,88.15
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Economically Disadvantaged,126,148,85.14
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Female,246,274,89.78
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Hispanic or Latino,179,205,87.32
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Limited English Proficient,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Male,257,309,83.17
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Migrant,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Multiple Races,23,27,85.19
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Students With Disabilities,32,46,69.57
2015,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,White,214,248,86.29
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,All,412,448,91.96
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,American Indian or Alaska Native,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Asian,13,13,100
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Black/African American,24,27,88.89
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Bottom25,116,124,93.55
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Economically Disadvantaged,111,117,94.87
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Female,212,228,92.98
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Hispanic or Latino,143,155,92.26
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Limited English Proficient,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Male,200,220,90.91
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Migrant,*,*,*
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Multiple Races,16,18,88.89
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Students With Disabilities,37,41,90.24
2015,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,White,212,229,92.58
2015,4 Year,90758,"Ahwatukee Foothills Prep Early College High School, Inc.",91246,Mosaica Online High School of Arizona,Maricopa,All,*,*,*
2015,4 Year,90758,"Ahwatukee Foothills Prep Early College High School, Inc.",91246,Mosaica Online High School of Arizona,Maricopa,Black/African American,*,*,*
2015,4 Year,90758,"Ahwatukee Foothills Prep Early College High School, Inc.",91246,Mosaica Online High School of Arizona,Maricopa,Bottom25,*,*,*
2015,4 Year,90758,"Ahwatukee Foothills Prep Early College High School, Inc.",91246,Mosaica Online High School of Arizona,Maricopa,Economically Disadvantaged,*,*,*
2015,4 Year,90758,"Ahwatukee Foothills Prep Early College High School, Inc.",91246,Mosaica Online High School of Arizona,Maricopa,Female,*,*,*
2015,4 Year,90758,"Ahwatukee Foothills Prep Early College High School, Inc.",91246,Mosaica Online High School of Arizona,Maricopa,Hispanic or Latino,*,*,*
2015,4 Year,90758,"Ahwatukee Foothills Prep Early College High School, Inc.",91246,Mosaica Online High School of Arizona,Maricopa,Limited English Proficient,*,*,*
2015,4 Year,90758,"Ahwatukee Foothills Prep Early College High School, Inc.",91246,Mosaica Online High School of Arizona,Maricopa,Male,*,*,*
2015,4 Year,90758,"Ahwatukee Foothills Prep Early College High School, Inc.",91246,Mosaica Online High School of Arizona,Maricopa,Migrant,*,*,*
2015,4 Year,90758,"Ahwatukee Foothills Prep Early College High School, Inc.",91246,Mosaica Online High School of Arizona,Maricopa,Students With Disabilities,*,*,*
2015,4 Year,90758,"Ahwatukee Foothills Prep Early College High School, Inc.",91246,Mosaica Online High School of Arizona,Maricopa,White,*,*,*
2015,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,All,25,93,26.88
2015,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,American Indian or Alaska Native,*,*,*
2015,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Black/African American,5,16,31.25
2015,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Bottom25,*,*,*
2015,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Economically Disadvantaged,19,77,24.68
2015,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Female,18,54,33.33
2015,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Hispanic or Latino,17,66,25.76
2015,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Limited English Proficient,*,*,*
2015,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Male,7,39,17.95
2015,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Migrant,*,*,*
2015,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Multiple Races,*,*,*
2015,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Students With Disabilities,4,12,33.33
2015,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,White,*,*,*
2015,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,All,25,29,86.21
2015,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,American Indian or Alaska Native,*,*,*
2015,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Asian,*,*,*
2015,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Bottom25,*,*,*
2015,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Economically Disadvantaged,*,*,*
2015,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Female,14,15,93.33
2015,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Hispanic or Latino,15,19,78.95
2015,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Limited English Proficient,*,*,*
2015,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Male,11,14,78.57
2015,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Migrant,*,*,*
2015,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Students With Disabilities,*,*,*
2015,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,White,*,*,*
2015,4 Year,81031,Allsport Academy,79681,Allsport Academy,Pima,All,*,*,*
2015,4 Year,81031,Allsport Academy,79681,Allsport Academy,Pima,Bottom25,*,*,*
2015,4 Year,81031,Allsport Academy,79681,Allsport Academy,Pima,Economically Disadvantaged,*,*,*
2015,4 Year,81031,Allsport Academy,79681,Allsport Academy,Pima,Female,*,*,*
2015,4 Year,81031,Allsport Academy,79681,Allsport Academy,Pima,Hispanic or Latino,*,*,*
2015,4 Year,81031,Allsport Academy,79681,Allsport Academy,Pima,Limited English Proficient,*,*,*
2015,4 Year,81031,Allsport Academy,79681,Allsport Academy,Pima,Male,*,*,*
2015,4 Year,81031,Allsport Academy,79681,Allsport Academy,Pima,Migrant,*,*,*
2015,4 Year,81031,Allsport Academy,79681,Allsport Academy,Pima,Students With Disabilities,*,*,*
2015,4 Year,81031,Allsport Academy,79681,Allsport Academy,Pima,White,*,*,*
2015,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,All,91,101,90.1
2015,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Bottom25,18,18,100
2015,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Economically Disadvantaged,81,90,90
2015,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Female,52,54,96.3
2015,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Hispanic or Latino,90,99,90.91
2015,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Limited English Proficient,*,*,*
2015,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Male,39,47,82.98
2015,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Migrant,*,*,*
2015,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Multiple Races,*,*,*
2015,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Students With Disabilities,*,*,*
2015,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,White,*,*,*
2015,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,All,20,77,25.97
2015,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Black/African American,*,*,*
2015,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Bottom25,*,*,*
2015,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Economically Disadvantaged,14,52,26.92
2015,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Female,10,31,32.26
2015,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Hispanic or Latino,3,18,16.67
2015,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Limited English Proficient,*,*,*
2015,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Male,10,46,21.74
2015,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Migrant,*,*,*
2015,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Multiple Races,*,*,*
2015,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Students With Disabilities,*,*,*
2015,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,White,16,50,32
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,All,41,106,38.68
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,American Indian or Alaska Native,*,*,*
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Asian,*,*,*
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Black/African American,*,*,*
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Bottom25,*,*,*
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Economically Disadvantaged,32,88,36.36
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Female,23,52,44.23
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Hispanic or Latino,28,79,35.44
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Limited English Proficient,*,*,*
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Male,18,54,33.33
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Migrant,*,*,*
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Multiple Races,*,*,*
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Students With Disabilities,*,*,*
2015,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,White,9,20,45
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,All,35,80,43.75
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,American Indian or Alaska Native,*,*,*
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Asian,*,*,*
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Black/African American,*,*,*
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Bottom25,*,*,*
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Economically Disadvantaged,10,36,27.78
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Female,20,43,46.51
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Hispanic or Latino,8,24,33.33
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Limited English Proficient,*,*,*
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Male,15,37,40.54
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Migrant,*,*,*
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Multiple Races,*,*,*
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Students With Disabilities,3,11,27.27
2015,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,White,18,41,43.9
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,All,42,125,33.6
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,American Indian or Alaska Native,*,*,*
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Asian,*,*,*
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Black/African American,*,*,*
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Bottom25,*,*,*
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Economically Disadvantaged,34,102,33.33
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Female,23,63,36.51
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Hispanic or Latino,35,107,32.71
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Limited English Proficient,*,*,*
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Male,19,62,30.65
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Migrant,*,*,*
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Multiple Races,*,*,*
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Students With Disabilities,5,11,45.45
2015,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,White,*,*,*
