Cohort Year,Graduation Rate Type,LEA Entity ID,LEA Name,School Entity ID,School Name,County,Subgroup,Number Graduated,Number in Cohort,Percent Graduated
2010,4 Year,4234,Maricopa County Regional District,6823,Durango Transitional Learning Center,Maricopa,White,0,22,0.0
2010,4 Year,4234,Maricopa County Regional District,6822,Mesa Transitional Learning Center,Maricopa,All,0,30,0.0
2010,4 Year,4234,Maricopa County Regional District,6822,Mesa Transitional Learning Center,Maricopa,Black/African American,*,*,*
2010,4 Year,4234,Maricopa County Regional District,6822,Mesa Transitional Learning Center,Maricopa,Economically Disadvantaged,0,23,0.0
2010,4 Year,4234,Maricopa County Regional District,6822,Mesa Transitional Learning Center,Maricopa,Female,*,*,*
2010,4 Year,4234,Maricopa County Regional District,6822,Mesa Transitional Learning Center,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4234,Maricopa County Regional District,6822,Mesa Transitional Learning Center,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4234,Maricopa County Regional District,6822,Mesa Transitional Learning Center,Maricopa,Male,0,23,0.0
2010,4 Year,4234,Maricopa County Regional District,6822,Mesa Transitional Learning Center,Maricopa,Migrant,*,*,*
2010,4 Year,4234,Maricopa County Regional District,6822,Mesa Transitional Learning Center,Maricopa,Native American ,*,*,*
2010,4 Year,4234,Maricopa County Regional District,6822,Mesa Transitional Learning Center,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4234,Maricopa County Regional District,6822,Mesa Transitional Learning Center,Maricopa,White,0,15,0.0
2010,4 Year,4234,Maricopa County Regional District,10453,St Lukes Hospital,Maricopa,All,*,*,*
2010,4 Year,4234,Maricopa County Regional District,10453,St Lukes Hospital,Maricopa,Black/African American,*,*,*
2010,4 Year,4234,Maricopa County Regional District,10453,St Lukes Hospital,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4234,Maricopa County Regional District,10453,St Lukes Hospital,Maricopa,Female,*,*,*
2010,4 Year,4234,Maricopa County Regional District,10453,St Lukes Hospital,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4234,Maricopa County Regional District,10453,St Lukes Hospital,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4234,Maricopa County Regional District,10453,St Lukes Hospital,Maricopa,Migrant,*,*,*
2010,4 Year,4234,Maricopa County Regional District,10453,St Lukes Hospital,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4234,Maricopa County Regional District,10453,St Lukes Hospital,Maricopa,White,*,*,*
2010,4 Year,4234,Maricopa County Regional District,87534,Thomas J. Pappas Regional High School,Maricopa,All,*,*,*
2010,4 Year,4234,Maricopa County Regional District,87534,Thomas J. Pappas Regional High School,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4234,Maricopa County Regional District,87534,Thomas J. Pappas Regional High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4234,Maricopa County Regional District,87534,Thomas J. Pappas Regional High School,Maricopa,Male,*,*,*
2010,4 Year,4234,Maricopa County Regional District,87534,Thomas J. Pappas Regional High School,Maricopa,Migrant,*,*,*
2010,4 Year,4234,Maricopa County Regional District,87534,Thomas J. Pappas Regional High School,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4234,Maricopa County Regional District,87534,Thomas J. Pappas Regional High School,Maricopa,White,*,*,*
2010,4 Year,4234,Maricopa County Regional District,80410,Tumbleweed Transitional Learning Center,Maricopa,All,0,62,0.0
2010,4 Year,4234,Maricopa County Regional District,80410,Tumbleweed Transitional Learning Center,Maricopa,Black/African American,*,*,*
2010,4 Year,4234,Maricopa County Regional District,80410,Tumbleweed Transitional Learning Center,Maricopa,Economically Disadvantaged,0,32,0.0
2010,4 Year,4234,Maricopa County Regional District,80410,Tumbleweed Transitional Learning Center,Maricopa,Female,*,*,*
2010,4 Year,4234,Maricopa County Regional District,80410,Tumbleweed Transitional Learning Center,Maricopa,Hispanic or Latino,0,51,0.0
2010,4 Year,4234,Maricopa County Regional District,80410,Tumbleweed Transitional Learning Center,Maricopa,Limited English Proficient,0,12,0.0
2010,4 Year,4234,Maricopa County Regional District,80410,Tumbleweed Transitional Learning Center,Maricopa,Male,0,61,0.0
2010,4 Year,4234,Maricopa County Regional District,80410,Tumbleweed Transitional Learning Center,Maricopa,Migrant,*,*,*
2010,4 Year,4234,Maricopa County Regional District,80410,Tumbleweed Transitional Learning Center,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4234,Maricopa County Regional District,80410,Tumbleweed Transitional Learning Center,Maricopa,White,*,*,*
2010,4 Year,4441,Maricopa Unified School District,5910,Maricopa High School,Pinal,All,243,331,73.4
2010,4 Year,4441,Maricopa Unified School District,5910,Maricopa High School,Pinal,Asian,16,18,88.9
2010,4 Year,4441,Maricopa Unified School District,5910,Maricopa High School,Pinal,Black/African American,42,64,65.6
2010,4 Year,4441,Maricopa Unified School District,5910,Maricopa High School,Pinal,Economically Disadvantaged,108,136,79.4
2010,4 Year,4441,Maricopa Unified School District,5910,Maricopa High School,Pinal,Female,124,154,80.5
2010,4 Year,4441,Maricopa Unified School District,5910,Maricopa High School,Pinal,Hispanic or Latino,73,101,72.3
2010,4 Year,4441,Maricopa Unified School District,5910,Maricopa High School,Pinal,Limited English Proficient,*,*,*
2010,4 Year,4441,Maricopa Unified School District,5910,Maricopa High School,Pinal,Male,119,177,67.2
2010,4 Year,4441,Maricopa Unified School District,5910,Maricopa High School,Pinal,Migrant,*,*,*
2010,4 Year,4441,Maricopa Unified School District,5910,Maricopa High School,Pinal,Native American ,*,13,38.5
2010,4 Year,4441,Maricopa Unified School District,5910,Maricopa High School,Pinal,Students With Disabilities,21,36,58.3
2010,4 Year,4441,Maricopa Unified School District,5910,Maricopa High School,Pinal,White,107,135,79.3
2010,4 Year,4435,Mary C O'Brien Accommodation District,6067,Villa Oasis Interscholastic Center For Education (voice),Pinal,All,15,53,28.3
2010,4 Year,4435,Mary C O'Brien Accommodation District,6067,Villa Oasis Interscholastic Center For Education (voice),Pinal,Black/African American,*,*,*
2010,4 Year,4435,Mary C O'Brien Accommodation District,6067,Villa Oasis Interscholastic Center For Education (voice),Pinal,Economically Disadvantaged,*,*,*
2010,4 Year,4435,Mary C O'Brien Accommodation District,6067,Villa Oasis Interscholastic Center For Education (voice),Pinal,Female,11,29,37.9
2010,4 Year,4435,Mary C O'Brien Accommodation District,6067,Villa Oasis Interscholastic Center For Education (voice),Pinal,Hispanic or Latino,11,39,28.2
2010,4 Year,4435,Mary C O'Brien Accommodation District,6067,Villa Oasis Interscholastic Center For Education (voice),Pinal,Limited English Proficient,*,*,*
2010,4 Year,4435,Mary C O'Brien Accommodation District,6067,Villa Oasis Interscholastic Center For Education (voice),Pinal,Male,*,24,16.7
2010,4 Year,4435,Mary C O'Brien Accommodation District,6067,Villa Oasis Interscholastic Center For Education (voice),Pinal,Migrant,*,*,*
2010,4 Year,4435,Mary C O'Brien Accommodation District,6067,Villa Oasis Interscholastic Center For Education (voice),Pinal,Native American ,*,*,*
2010,4 Year,4435,Mary C O'Brien Accommodation District,6067,Villa Oasis Interscholastic Center For Education (voice),Pinal,Students With Disabilities,*,*,*
2010,4 Year,4435,Mary C O'Brien Accommodation District,6067,Villa Oasis Interscholastic Center For Education (voice),Pinal,White,*,*,*
2010,4 Year,10965,Mary Ellen Halvorson Educational Foundation. dba: Tri-City Prep High School,78821,Tri-City College Prep High School,Yavapai,All,40,42,95.2
2010,4 Year,10965,Mary Ellen Halvorson Educational Foundation. dba: Tri-City Prep High School,78821,Tri-City College Prep High School,Yavapai,Economically Disadvantaged,*,*,*
2010,4 Year,10965,Mary Ellen Halvorson Educational Foundation. dba: Tri-City Prep High School,78821,Tri-City College Prep High School,Yavapai,Female,24,26,92.3
2010,4 Year,10965,Mary Ellen Halvorson Educational Foundation. dba: Tri-City Prep High School,78821,Tri-City College Prep High School,Yavapai,Limited English Proficient,*,*,*
2010,4 Year,10965,Mary Ellen Halvorson Educational Foundation. dba: Tri-City Prep High School,78821,Tri-City College Prep High School,Yavapai,Male,16,16,100.0
2010,4 Year,10965,Mary Ellen Halvorson Educational Foundation. dba: Tri-City Prep High School,78821,Tri-City College Prep High School,Yavapai,Migrant,*,*,*
2010,4 Year,10965,Mary Ellen Halvorson Educational Foundation. dba: Tri-City Prep High School,78821,Tri-City College Prep High School,Yavapai,Students With Disabilities,*,*,*
2010,4 Year,10965,Mary Ellen Halvorson Educational Foundation. dba: Tri-City Prep High School,78821,Tri-City College Prep High School,Yavapai,White,40,42,95.2
2010,4 Year,79499,"Masada Charter School, Inc.",79511,Masada Charter School,Mohave,All,0,21,0.0
2010,4 Year,79499,"Masada Charter School, Inc.",79511,Masada Charter School,Mohave,Economically Disadvantaged,0,14,0.0
2010,4 Year,79499,"Masada Charter School, Inc.",79511,Masada Charter School,Mohave,Female,0,14,0.0
2010,4 Year,79499,"Masada Charter School, Inc.",79511,Masada Charter School,Mohave,Limited English Proficient,*,*,*
2010,4 Year,79499,"Masada Charter School, Inc.",79511,Masada Charter School,Mohave,Male,*,*,*
2010,4 Year,79499,"Masada Charter School, Inc.",79511,Masada Charter School,Mohave,Migrant,*,*,*
2010,4 Year,79499,"Masada Charter School, Inc.",79511,Masada Charter School,Mohave,Students With Disabilities,*,*,*
2010,4 Year,79499,"Masada Charter School, Inc.",79511,Masada Charter School,Mohave,White,0,21,0.0
2010,4 Year,79882,Maya Public Charter High School,10748,Maya High School,Maricopa,All,68,195,34.9
2010,4 Year,79882,Maya Public Charter High School,10748,Maya High School,Maricopa,Asian,*,*,*
2010,4 Year,79882,Maya Public Charter High School,10748,Maya High School,Maricopa,Black/African American,12,19,63.2
2010,4 Year,79882,Maya Public Charter High School,10748,Maya High School,Maricopa,Economically Disadvantaged,68,178,38.2
2010,4 Year,79882,Maya Public Charter High School,10748,Maya High School,Maricopa,Female,52,98,53.1
2010,4 Year,79882,Maya Public Charter High School,10748,Maya High School,Maricopa,Hispanic or Latino,42,149,28.2
2010,4 Year,79882,Maya Public Charter High School,10748,Maya High School,Maricopa,Limited English Proficient,*,48,14.6
2010,4 Year,79882,Maya Public Charter High School,10748,Maya High School,Maricopa,Male,16,97,16.5
2010,4 Year,79882,Maya Public Charter High School,10748,Maya High School,Maricopa,Migrant,*,*,*
2010,4 Year,79882,Maya Public Charter High School,10748,Maya High School,Maricopa,Native American ,*,*,*
2010,4 Year,79882,Maya Public Charter High School,10748,Maya High School,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,79882,Maya Public Charter High School,10748,Maya High School,Maricopa,White,11,20,55.0
2010,4 Year,4473,Mayer Unified School District,6106,Mayer High School,Yavapai,All,28,37,75.7
2010,4 Year,4473,Mayer Unified School District,6106,Mayer High School,Yavapai,Black/African American,*,*,*
2010,4 Year,4473,Mayer Unified School District,6106,Mayer High School,Yavapai,Economically Disadvantaged,16,22,72.7
2010,4 Year,4473,Mayer Unified School District,6106,Mayer High School,Yavapai,Female,15,18,83.3
2010,4 Year,4473,Mayer Unified School District,6106,Mayer High School,Yavapai,Hispanic or Latino,*,*,*
2010,4 Year,4473,Mayer Unified School District,6106,Mayer High School,Yavapai,Limited English Proficient,*,*,*
2010,4 Year,4473,Mayer Unified School District,6106,Mayer High School,Yavapai,Male,13,19,68.4
2010,4 Year,4473,Mayer Unified School District,6106,Mayer High School,Yavapai,Migrant,*,*,*
2010,4 Year,4473,Mayer Unified School District,6106,Mayer High School,Yavapai,Native American ,*,*,*
2010,4 Year,4473,Mayer Unified School District,6106,Mayer High School,Yavapai,Students With Disabilities,*,*,*
2010,4 Year,4473,Mayer Unified School District,6106,Mayer High School,Yavapai,White,22,30,73.3
2010,4 Year,4235,Mesa Unified District,4978,Brimhall Junior High School,Maricopa,All,*,*,*
2010,4 Year,4235,Mesa Unified District,4978,Brimhall Junior High School,Maricopa,Black/African American,*,*,*
2010,4 Year,4235,Mesa Unified District,4978,Brimhall Junior High School,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4235,Mesa Unified District,4978,Brimhall Junior High School,Maricopa,Female,*,*,*
2010,4 Year,4235,Mesa Unified District,4978,Brimhall Junior High School,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4235,Mesa Unified District,4978,Brimhall Junior High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4235,Mesa Unified District,4978,Brimhall Junior High School,Maricopa,Male,*,*,*
2010,4 Year,4235,Mesa Unified District,4978,Brimhall Junior High School,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,4978,Brimhall Junior High School,Maricopa,Native American ,*,*,*
2010,4 Year,4235,Mesa Unified District,4978,Brimhall Junior High School,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4235,Mesa Unified District,4969,Carson Junior  High School,Maricopa,All,0,12,0.0
2010,4 Year,4235,Mesa Unified District,4969,Carson Junior  High School,Maricopa,Asian,*,*,*
2010,4 Year,4235,Mesa Unified District,4969,Carson Junior  High School,Maricopa,Black/African American,*,*,*
2010,4 Year,4235,Mesa Unified District,4969,Carson Junior  High School,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4235,Mesa Unified District,4969,Carson Junior  High School,Maricopa,Female,*,*,*
2010,4 Year,4235,Mesa Unified District,4969,Carson Junior  High School,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4235,Mesa Unified District,4969,Carson Junior  High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4235,Mesa Unified District,4969,Carson Junior  High School,Maricopa,Male,*,*,*
2010,4 Year,4235,Mesa Unified District,4969,Carson Junior  High School,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,4969,Carson Junior  High School,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4235,Mesa Unified District,4969,Carson Junior  High School,Maricopa,White,*,*,*
2010,4 Year,4235,Mesa Unified District,88420,Crossroads,Maricopa,All,0,19,0.0
2010,4 Year,4235,Mesa Unified District,88420,Crossroads,Maricopa,Black/African American,*,*,*
2010,4 Year,4235,Mesa Unified District,88420,Crossroads,Maricopa,Economically Disadvantaged,0,13,0.0
2010,4 Year,4235,Mesa Unified District,88420,Crossroads,Maricopa,Female,*,*,*
2010,4 Year,4235,Mesa Unified District,88420,Crossroads,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4235,Mesa Unified District,88420,Crossroads,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4235,Mesa Unified District,88420,Crossroads,Maricopa,Male,0,15,0.0
2010,4 Year,4235,Mesa Unified District,88420,Crossroads,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,88420,Crossroads,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4235,Mesa Unified District,88420,Crossroads,Maricopa,White,*,*,*
2010,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,All,542,717,75.6
2010,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Asian,26,32,81.3
2010,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Black/African American,34,45,75.6
2010,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Economically Disadvantaged,148,228,64.9
2010,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Female,274,340,80.6
2010,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Hispanic or Latino,126,188,67.0
2010,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Limited English Proficient,*,18,22.2
2010,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Male,268,377,71.1
2010,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Native American ,*,20,50.0
2010,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Students With Disabilities,24,64,37.5
2010,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,White,346,432,80.1
2010,4 Year,4235,Mesa Unified District,4967,Eagleridge Enrichment Program,Maricopa,All,*,*,*
2010,4 Year,4235,Mesa Unified District,4967,Eagleridge Enrichment Program,Maricopa,Asian,*,*,*
2010,4 Year,4235,Mesa Unified District,4967,Eagleridge Enrichment Program,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4235,Mesa Unified District,4967,Eagleridge Enrichment Program,Maricopa,Female,*,*,*
2010,4 Year,4235,Mesa Unified District,4967,Eagleridge Enrichment Program,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4235,Mesa Unified District,4967,Eagleridge Enrichment Program,Maricopa,Male,*,*,*
2010,4 Year,4235,Mesa Unified District,4967,Eagleridge Enrichment Program,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,4967,Eagleridge Enrichment Program,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4235,Mesa Unified District,4967,Eagleridge Enrichment Program,Maricopa,White,*,*,*
2010,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,All,53,88,60.2
2010,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Black/African American,*,*,*
2010,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Economically Disadvantaged,29,53,54.7
2010,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Female,36,54,66.7
2010,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Hispanic or Latino,24,45,53.3
2010,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Male,17,34,50.0
2010,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Native American ,*,*,*
2010,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,White,22,29,75.9
2010,4 Year,4235,Mesa Unified District,4971,Fremont Junior High School,Maricopa,All,*,*,*
2010,4 Year,4235,Mesa Unified District,4971,Fremont Junior High School,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4235,Mesa Unified District,4971,Fremont Junior High School,Maricopa,Female,*,*,*
2010,4 Year,4235,Mesa Unified District,4971,Fremont Junior High School,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4235,Mesa Unified District,4971,Fremont Junior High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4235,Mesa Unified District,4971,Fremont Junior High School,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,4971,Fremont Junior High School,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4235,Mesa Unified District,4971,Fremont Junior High School,Maricopa,White,*,*,*
2010,4 Year,4235,Mesa Unified District,4976,Hendrix Junior High School,Maricopa,All,*,*,*
2010,4 Year,4235,Mesa Unified District,4976,Hendrix Junior High School,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4235,Mesa Unified District,4976,Hendrix Junior High School,Maricopa,Female,*,*,*
2010,4 Year,4235,Mesa Unified District,4976,Hendrix Junior High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4235,Mesa Unified District,4976,Hendrix Junior High School,Maricopa,Male,*,*,*
2010,4 Year,4235,Mesa Unified District,4976,Hendrix Junior High School,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,4976,Hendrix Junior High School,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4235,Mesa Unified District,4976,Hendrix Junior High School,Maricopa,White,*,*,*
2010,4 Year,4235,Mesa Unified District,4970,Kino Junior High School,Maricopa,All,0,11,0.0
2010,4 Year,4235,Mesa Unified District,4970,Kino Junior High School,Maricopa,Black/African American,*,*,*
2010,4 Year,4235,Mesa Unified District,4970,Kino Junior High School,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4235,Mesa Unified District,4970,Kino Junior High School,Maricopa,Female,*,*,*
2010,4 Year,4235,Mesa Unified District,4970,Kino Junior High School,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4235,Mesa Unified District,4970,Kino Junior High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4235,Mesa Unified District,4970,Kino Junior High School,Maricopa,Male,*,*,*
2010,4 Year,4235,Mesa Unified District,4970,Kino Junior High School,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,4970,Kino Junior High School,Maricopa,Native American ,*,*,*
2010,4 Year,4235,Mesa Unified District,4970,Kino Junior High School,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4235,Mesa Unified District,5999,McKellips Learning Center,Maricopa,All,0,15,0.0
2010,4 Year,4235,Mesa Unified District,5999,McKellips Learning Center,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4235,Mesa Unified District,5999,McKellips Learning Center,Maricopa,Female,*,*,*
2010,4 Year,4235,Mesa Unified District,5999,McKellips Learning Center,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4235,Mesa Unified District,5999,McKellips Learning Center,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4235,Mesa Unified District,5999,McKellips Learning Center,Maricopa,Male,0,13,0.0
2010,4 Year,4235,Mesa Unified District,5999,McKellips Learning Center,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,5999,McKellips Learning Center,Maricopa,Native American ,*,*,*
2010,4 Year,4235,Mesa Unified District,5999,McKellips Learning Center,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4235,Mesa Unified District,5999,McKellips Learning Center,Maricopa,White,*,*,*
2010,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,All,0,144,0.0
2010,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Asian,*,*,*
2010,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Black/African American,*,*,*
2010,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Female,0,77,0.0
2010,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Hispanic or Latino,0,24,0.0
2010,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Male,0,67,0.0
2010,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Native American ,*,*,*
2010,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,White,0,107,0.0
2010,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,All,689,843,81.7
2010,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Asian,14,18,77.8
2010,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Black/African American,23,29,79.3
2010,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Economically Disadvantaged,320,408,78.4
2010,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Female,362,412,87.9
2010,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Hispanic or Latino,273,368,74.2
2010,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Limited English Proficient,*,26,38.5
2010,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Male,327,431,75.9
2010,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Native American ,*,18,55.6
2010,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Students With Disabilities,35,58,60.3
2010,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,White,369,410,90.0
2010,4 Year,4235,Mesa Unified District,4968,Mesa Junior High School,Maricopa,All,*,*,*
2010,4 Year,4235,Mesa Unified District,4968,Mesa Junior High School,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4235,Mesa Unified District,4968,Mesa Junior High School,Maricopa,Female,*,*,*
2010,4 Year,4235,Mesa Unified District,4968,Mesa Junior High School,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4235,Mesa Unified District,4968,Mesa Junior High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4235,Mesa Unified District,4968,Mesa Junior High School,Maricopa,Male,*,*,*
2010,4 Year,4235,Mesa Unified District,4968,Mesa Junior High School,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,4968,Mesa Junior High School,Maricopa,Native American ,*,*,*
2010,4 Year,4235,Mesa Unified District,4968,Mesa Junior High School,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4235,Mesa Unified District,4968,Mesa Junior High School,Maricopa,White,*,*,*
2010,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,All,728,826,88.1
2010,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Asian,18,18,100.0
2010,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Black/African American,15,19,79.0
2010,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Economically Disadvantaged,140,179,78.2
2010,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Female,362,402,90.1
2010,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Hispanic or Latino,76,106,71.7
2010,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Male,366,424,86.3
2010,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Native American ,14,22,63.6
2010,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Students With Disabilities,39,57,68.4
2010,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,White,605,661,91.5
2010,4 Year,4235,Mesa Unified District,4973,Poston Junior High School,Maricopa,All,*,*,*
2010,4 Year,4235,Mesa Unified District,4973,Poston Junior High School,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4235,Mesa Unified District,4973,Poston Junior High School,Maricopa,Female,*,*,*
2010,4 Year,4235,Mesa Unified District,4973,Poston Junior High School,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4235,Mesa Unified District,4973,Poston Junior High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4235,Mesa Unified District,4973,Poston Junior High School,Maricopa,Migrant,*,*,*
2010,4 Year,4235,Mesa Unified District,4973,Poston Junior High School,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4235,Mesa Unified District,4973,Poston Junior High School,Maricopa,White,*,*,*
2010,4 Year,4235,Mesa Unified District,4972,Powell Junior High School,Maricopa,All,0,11,0.0
2010,4 Year,4235,Mesa Unified District,4972,Powell Junior High School,Maricopa,Black/African American,*,*,*
2010,4 Year,4235,Mesa Unified District,4972,Powell Junior High School,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4235,Mesa Unified District,4972,Powell Junior High School,Maricopa,Female,*,*,*
2010,4 Year,4235,Mesa Unified District,4972,Powell Junior High School,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4235,Mesa Unified District,4972,Powell Junior High School,Maricopa,Limited English Proficient,*,*,*
