Cohort Year,Graduation Rate Type,LEA Entity ID,LEA Name,School Entity ID,School Name,County,Subgroup,Number Graduated,Number in Cohort,Percent Graduated
2010,4 Year,78884,"Cesar Chavez Learning Community, Inc.",79587,Aztlan Academy,Pima,Hispanic or Latino,*,31,32.3
2010,4 Year,78884,"Cesar Chavez Learning Community, Inc.",79587,Aztlan Academy,Pima,Limited English Proficient,*,*,*
2010,4 Year,78884,"Cesar Chavez Learning Community, Inc.",79587,Aztlan Academy,Pima,Male,*,18,33.3
2010,4 Year,78884,"Cesar Chavez Learning Community, Inc.",79587,Aztlan Academy,Pima,Migrant,*,*,*
2010,4 Year,78884,"Cesar Chavez Learning Community, Inc.",79587,Aztlan Academy,Pima,Students With Disabilities,*,*,*
2010,4 Year,78884,"Cesar Chavez Learning Community, Inc.",79587,Aztlan Academy,Pima,White,*,*,*
2010,4 Year,78884,"Cesar Chavez Learning Community, Inc.",78885,Cesar Chavez Middle School,Pima,All,*,*,*
2010,4 Year,78884,"Cesar Chavez Learning Community, Inc.",78885,Cesar Chavez Middle School,Pima,Economically Disadvantaged,*,*,*
2010,4 Year,78884,"Cesar Chavez Learning Community, Inc.",78885,Cesar Chavez Middle School,Pima,Female,*,*,*
2010,4 Year,78884,"Cesar Chavez Learning Community, Inc.",78885,Cesar Chavez Middle School,Pima,Hispanic or Latino,*,*,*
2010,4 Year,78884,"Cesar Chavez Learning Community, Inc.",78885,Cesar Chavez Middle School,Pima,Limited English Proficient,*,*,*
2010,4 Year,78884,"Cesar Chavez Learning Community, Inc.",78885,Cesar Chavez Middle School,Pima,Migrant,*,*,*
2010,4 Year,78884,"Cesar Chavez Learning Community, Inc.",78885,Cesar Chavez Middle School,Pima,Students With Disabilities,*,*,*
2010,4 Year,88299,Chandler Preparatory Academy,88300,Great Hearts Academies - Chandler Prep,Maricopa,All,47,48,97.9
2010,4 Year,88299,Chandler Preparatory Academy,88300,Great Hearts Academies - Chandler Prep,Maricopa,Asian,*,*,*
2010,4 Year,88299,Chandler Preparatory Academy,88300,Great Hearts Academies - Chandler Prep,Maricopa,Black/African American,*,*,*
2010,4 Year,88299,Chandler Preparatory Academy,88300,Great Hearts Academies - Chandler Prep,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,88299,Chandler Preparatory Academy,88300,Great Hearts Academies - Chandler Prep,Maricopa,Female,22,23,95.7
2010,4 Year,88299,Chandler Preparatory Academy,88300,Great Hearts Academies - Chandler Prep,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,88299,Chandler Preparatory Academy,88300,Great Hearts Academies - Chandler Prep,Maricopa,Male,25,25,100.0
2010,4 Year,88299,Chandler Preparatory Academy,88300,Great Hearts Academies - Chandler Prep,Maricopa,Migrant,*,*,*
2010,4 Year,88299,Chandler Preparatory Academy,88300,Great Hearts Academies - Chandler Prep,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,88299,Chandler Preparatory Academy,88300,Great Hearts Academies - Chandler Prep,Maricopa,White,45,45,100.0
2010,4 Year,4242,Chandler Unified District,79633,Basha High School,Maricopa,All,546,577,94.6
2010,4 Year,4242,Chandler Unified District,79633,Basha High School,Maricopa,Asian,32,33,97.0
2010,4 Year,4242,Chandler Unified District,79633,Basha High School,Maricopa,Black/African American,36,38,94.7
2010,4 Year,4242,Chandler Unified District,79633,Basha High School,Maricopa,Economically Disadvantaged,49,53,92.5
2010,4 Year,4242,Chandler Unified District,79633,Basha High School,Maricopa,Female,294,308,95.5
2010,4 Year,4242,Chandler Unified District,79633,Basha High School,Maricopa,Hispanic or Latino,81,86,94.2
2010,4 Year,4242,Chandler Unified District,79633,Basha High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4242,Chandler Unified District,79633,Basha High School,Maricopa,Male,252,269,93.7
2010,4 Year,4242,Chandler Unified District,79633,Basha High School,Maricopa,Migrant,*,*,*
2010,4 Year,4242,Chandler Unified District,79633,Basha High School,Maricopa,Native American ,*,*,*
2010,4 Year,4242,Chandler Unified District,79633,Basha High School,Maricopa,Students With Disabilities,31,35,88.6
2010,4 Year,4242,Chandler Unified District,79633,Basha High School,Maricopa,White,390,412,94.7
2010,4 Year,4242,Chandler Unified District,5127,Chandler High School,Maricopa,All,622,687,90.5
2010,4 Year,4242,Chandler Unified District,5127,Chandler High School,Maricopa,Asian,40,41,97.6
2010,4 Year,4242,Chandler Unified District,5127,Chandler High School,Maricopa,Black/African American,62,65,95.4
2010,4 Year,4242,Chandler Unified District,5127,Chandler High School,Maricopa,Economically Disadvantaged,114,130,87.7
2010,4 Year,4242,Chandler Unified District,5127,Chandler High School,Maricopa,Female,329,353,93.2
2010,4 Year,4242,Chandler Unified District,5127,Chandler High School,Maricopa,Hispanic or Latino,203,245,82.9
2010,4 Year,4242,Chandler Unified District,5127,Chandler High School,Maricopa,Limited English Proficient,*,18,38.9
2010,4 Year,4242,Chandler Unified District,5127,Chandler High School,Maricopa,Male,293,334,87.7
2010,4 Year,4242,Chandler Unified District,5127,Chandler High School,Maricopa,Migrant,*,*,*
2010,4 Year,4242,Chandler Unified District,5127,Chandler High School,Maricopa,Native American ,*,*,*
2010,4 Year,4242,Chandler Unified District,5127,Chandler High School,Maricopa,Students With Disabilities,44,63,69.8
2010,4 Year,4242,Chandler Unified District,5127,Chandler High School,Maricopa,White,301,318,94.7
2010,4 Year,4242,Chandler Unified District,6015,Hamilton High School,Maricopa,All,717,770,93.1
2010,4 Year,4242,Chandler Unified District,6015,Hamilton High School,Maricopa,Asian,91,94,96.8
2010,4 Year,4242,Chandler Unified District,6015,Hamilton High School,Maricopa,Black/African American,74,80,92.5
2010,4 Year,4242,Chandler Unified District,6015,Hamilton High School,Maricopa,Economically Disadvantaged,85,100,85.0
2010,4 Year,4242,Chandler Unified District,6015,Hamilton High School,Maricopa,Female,328,351,93.5
2010,4 Year,4242,Chandler Unified District,6015,Hamilton High School,Maricopa,Hispanic or Latino,133,150,88.7
2010,4 Year,4242,Chandler Unified District,6015,Hamilton High School,Maricopa,Limited English Proficient,*,13,76.9
2010,4 Year,4242,Chandler Unified District,6015,Hamilton High School,Maricopa,Male,389,419,92.8
2010,4 Year,4242,Chandler Unified District,6015,Hamilton High School,Maricopa,Migrant,*,*,*
2010,4 Year,4242,Chandler Unified District,6015,Hamilton High School,Maricopa,Native American ,16,17,94.1
2010,4 Year,4242,Chandler Unified District,6015,Hamilton High School,Maricopa,Students With Disabilities,65,81,80.3
2010,4 Year,4242,Chandler Unified District,6015,Hamilton High School,Maricopa,White,401,427,93.9
2010,4 Year,4242,Chandler Unified District,90027,Ken 'Chief' Hill Learning Academy,Maricopa,All,0,66,0.0
2010,4 Year,4242,Chandler Unified District,90027,Ken 'Chief' Hill Learning Academy,Maricopa,Black/African American,0,11,0.0
2010,4 Year,4242,Chandler Unified District,90027,Ken 'Chief' Hill Learning Academy,Maricopa,Economically Disadvantaged,0,18,0.0
2010,4 Year,4242,Chandler Unified District,90027,Ken 'Chief' Hill Learning Academy,Maricopa,Female,0,17,0.0
2010,4 Year,4242,Chandler Unified District,90027,Ken 'Chief' Hill Learning Academy,Maricopa,Hispanic or Latino,0,34,0.0
2010,4 Year,4242,Chandler Unified District,90027,Ken 'Chief' Hill Learning Academy,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4242,Chandler Unified District,90027,Ken 'Chief' Hill Learning Academy,Maricopa,Male,0,49,0.0
2010,4 Year,4242,Chandler Unified District,90027,Ken 'Chief' Hill Learning Academy,Maricopa,Migrant,*,*,*
2010,4 Year,4242,Chandler Unified District,90027,Ken 'Chief' Hill Learning Academy,Maricopa,Native American ,*,*,*
2010,4 Year,4242,Chandler Unified District,90027,Ken 'Chief' Hill Learning Academy,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4242,Chandler Unified District,90027,Ken 'Chief' Hill Learning Academy,Maricopa,White,0,17,0.0
2010,4 Year,4242,Chandler Unified District,10866,Pathways Learning Center,Maricopa,All,*,*,*
2010,4 Year,4242,Chandler Unified District,10866,Pathways Learning Center,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,4242,Chandler Unified District,10866,Pathways Learning Center,Maricopa,Female,*,*,*
2010,4 Year,4242,Chandler Unified District,10866,Pathways Learning Center,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,4242,Chandler Unified District,10866,Pathways Learning Center,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4242,Chandler Unified District,10866,Pathways Learning Center,Maricopa,Male,*,*,*
2010,4 Year,4242,Chandler Unified District,10866,Pathways Learning Center,Maricopa,Migrant,*,*,*
2010,4 Year,4242,Chandler Unified District,10866,Pathways Learning Center,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,4242,Chandler Unified District,10866,Pathways Learning Center,Maricopa,White,*,*,*
2010,4 Year,4242,Chandler Unified District,89613,Perry High School,Maricopa,All,280,297,94.3
2010,4 Year,4242,Chandler Unified District,89613,Perry High School,Maricopa,Asian,29,30,96.7
2010,4 Year,4242,Chandler Unified District,89613,Perry High School,Maricopa,Black/African American,20,20,100.0
2010,4 Year,4242,Chandler Unified District,89613,Perry High School,Maricopa,Economically Disadvantaged,34,38,89.5
2010,4 Year,4242,Chandler Unified District,89613,Perry High School,Maricopa,Female,134,141,95.0
2010,4 Year,4242,Chandler Unified District,89613,Perry High School,Maricopa,Hispanic or Latino,52,58,89.7
2010,4 Year,4242,Chandler Unified District,89613,Perry High School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,4242,Chandler Unified District,89613,Perry High School,Maricopa,Male,146,156,93.6
2010,4 Year,4242,Chandler Unified District,89613,Perry High School,Maricopa,Migrant,*,*,*
2010,4 Year,4242,Chandler Unified District,89613,Perry High School,Maricopa,Students With Disabilities,21,29,72.4
2010,4 Year,4242,Chandler Unified District,89613,Perry High School,Maricopa,White,178,188,94.7
2010,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,All,199,311,64.0
2010,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Economically Disadvantaged,146,238,61.3
2010,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Female,106,153,69.3
2010,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Hispanic or Latino,*,*,*
2010,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Limited English Proficient,20,53,37.7
2010,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Male,93,158,58.9
2010,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Migrant,*,*,*
2010,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Native American ,199,310,64.2
2010,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Students With Disabilities,41,65,63.1
2010,4 Year,4474,Chino Valley Unified District,6110,Chino Valley High School,Yavapai,All,124,195,63.6
2010,4 Year,4474,Chino Valley Unified District,6110,Chino Valley High School,Yavapai,Asian,*,*,*
2010,4 Year,4474,Chino Valley Unified District,6110,Chino Valley High School,Yavapai,Black/African American,*,*,*
2010,4 Year,4474,Chino Valley Unified District,6110,Chino Valley High School,Yavapai,Economically Disadvantaged,48,87,55.2
2010,4 Year,4474,Chino Valley Unified District,6110,Chino Valley High School,Yavapai,Female,67,94,71.3
2010,4 Year,4474,Chino Valley Unified District,6110,Chino Valley High School,Yavapai,Hispanic or Latino,22,45,48.9
2010,4 Year,4474,Chino Valley Unified District,6110,Chino Valley High School,Yavapai,Limited English Proficient,*,*,*
2010,4 Year,4474,Chino Valley Unified District,6110,Chino Valley High School,Yavapai,Male,57,101,56.4
2010,4 Year,4474,Chino Valley Unified District,6110,Chino Valley High School,Yavapai,Migrant,*,*,*
2010,4 Year,4474,Chino Valley Unified District,6110,Chino Valley High School,Yavapai,Native American ,*,*,*
2010,4 Year,4474,Chino Valley Unified District,6110,Chino Valley High School,Yavapai,Students With Disabilities,18,36,50.0
2010,4 Year,4474,Chino Valley Unified District,6110,Chino Valley High School,Yavapai,White,98,143,68.5
2010,4 Year,81050,Choice Education & Development Corp. - Sequoia School for the Deaf & Hard of Hea,79219,Sequoia School for the Deaf and Hard of Hearing,Maricopa,All,*,*,*
2010,4 Year,81050,Choice Education & Development Corp. - Sequoia School for the Deaf & Hard of Hea,79219,Sequoia School for the Deaf and Hard of Hearing,Maricopa,Asian,*,*,*
2010,4 Year,81050,Choice Education & Development Corp. - Sequoia School for the Deaf & Hard of Hea,79219,Sequoia School for the Deaf and Hard of Hearing,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,81050,Choice Education & Development Corp. - Sequoia School for the Deaf & Hard of Hea,79219,Sequoia School for the Deaf and Hard of Hearing,Maricopa,Female,*,*,*
2010,4 Year,81050,Choice Education & Development Corp. - Sequoia School for the Deaf & Hard of Hea,79219,Sequoia School for the Deaf and Hard of Hearing,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,81050,Choice Education & Development Corp. - Sequoia School for the Deaf & Hard of Hea,79219,Sequoia School for the Deaf and Hard of Hearing,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,81050,Choice Education & Development Corp. - Sequoia School for the Deaf & Hard of Hea,79219,Sequoia School for the Deaf and Hard of Hearing,Maricopa,Male,*,*,*
2010,4 Year,81050,Choice Education & Development Corp. - Sequoia School for the Deaf & Hard of Hea,79219,Sequoia School for the Deaf and Hard of Hearing,Maricopa,Migrant,*,*,*
2010,4 Year,81050,Choice Education & Development Corp. - Sequoia School for the Deaf & Hard of Hea,79219,Sequoia School for the Deaf and Hard of Hearing,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,81050,Choice Education & Development Corp. - Sequoia School for the Deaf & Hard of Hea,79219,Sequoia School for the Deaf and Hard of Hearing,Maricopa,White,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,78962,Learning Crossroads Basic Academy,Maricopa,All,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,78962,Learning Crossroads Basic Academy,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,78962,Learning Crossroads Basic Academy,Maricopa,Female,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,78962,Learning Crossroads Basic Academy,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,78962,Learning Crossroads Basic Academy,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,78962,Learning Crossroads Basic Academy,Maricopa,Male,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,78962,Learning Crossroads Basic Academy,Maricopa,Migrant,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,78962,Learning Crossroads Basic Academy,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,78962,Learning Crossroads Basic Academy,Maricopa,White,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,90350,Learning Crossroads Basic Academy High,Maricopa,All,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,90350,Learning Crossroads Basic Academy High,Maricopa,Black/African American,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,90350,Learning Crossroads Basic Academy High,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,90350,Learning Crossroads Basic Academy High,Maricopa,Female,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,90350,Learning Crossroads Basic Academy High,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,90350,Learning Crossroads Basic Academy High,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,90350,Learning Crossroads Basic Academy High,Maricopa,Male,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,90350,Learning Crossroads Basic Academy High,Maricopa,Migrant,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,90350,Learning Crossroads Basic Academy High,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,79216,Choice Education and Development Corporation - Learning Crossroads Basic Academy,90350,Learning Crossroads Basic Academy High,Maricopa,White,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,90363,Sequoia Charter School - Maricopa,Maricopa,All,11,20,55.0
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,90363,Sequoia Charter School - Maricopa,Maricopa,Black/African American,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,90363,Sequoia Charter School - Maricopa,Maricopa,Economically Disadvantaged,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,90363,Sequoia Charter School - Maricopa,Maricopa,Female,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,90363,Sequoia Charter School - Maricopa,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,90363,Sequoia Charter School - Maricopa,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,90363,Sequoia Charter School - Maricopa,Maricopa,Male,*,13,61.5
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,90363,Sequoia Charter School - Maricopa,Maricopa,Migrant,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,90363,Sequoia Charter School - Maricopa,Maricopa,Native American ,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,90363,Sequoia Charter School - Maricopa,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,90363,Sequoia Charter School - Maricopa,Maricopa,White,*,12,66.7
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,10849,Sequoia Secondary School,Maricopa,All,22,34,64.7
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,10849,Sequoia Secondary School,Maricopa,Asian,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,10849,Sequoia Secondary School,Maricopa,Black/African American,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,10849,Sequoia Secondary School,Maricopa,Economically Disadvantaged,*,17,52.9
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,10849,Sequoia Secondary School,Maricopa,Female,11,14,78.6
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,10849,Sequoia Secondary School,Maricopa,Hispanic or Latino,*,17,47.1
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,10849,Sequoia Secondary School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,10849,Sequoia Secondary School,Maricopa,Male,11,20,55.0
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,10849,Sequoia Secondary School,Maricopa,Migrant,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,10849,Sequoia Secondary School,Maricopa,Native American ,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,10849,Sequoia Secondary School,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,6446,Choice Education and Development Corporation - Sequoia Charter School,10849,Sequoia Secondary School,Maricopa,White,*,13,76.9
2010,4 Year,79981,Choice Education and Development Corporation dba Arizona Conservatory for Arts a,79982,Arizona Conservatory for Arts and Academics,Maricopa,All,42,46,91.3
2010,4 Year,79981,Choice Education and Development Corporation dba Arizona Conservatory for Arts a,79982,Arizona Conservatory for Arts and Academics,Maricopa,Black/African American,*,*,*
2010,4 Year,79981,Choice Education and Development Corporation dba Arizona Conservatory for Arts a,79982,Arizona Conservatory for Arts and Academics,Maricopa,Economically Disadvantaged,*,11,90.9
2010,4 Year,79981,Choice Education and Development Corporation dba Arizona Conservatory for Arts a,79982,Arizona Conservatory for Arts and Academics,Maricopa,Female,21,23,91.3
2010,4 Year,79981,Choice Education and Development Corporation dba Arizona Conservatory for Arts a,79982,Arizona Conservatory for Arts and Academics,Maricopa,Hispanic or Latino,*,*,*
2010,4 Year,79981,Choice Education and Development Corporation dba Arizona Conservatory for Arts a,79982,Arizona Conservatory for Arts and Academics,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,79981,Choice Education and Development Corporation dba Arizona Conservatory for Arts a,79982,Arizona Conservatory for Arts and Academics,Maricopa,Male,21,23,91.3
2010,4 Year,79981,Choice Education and Development Corporation dba Arizona Conservatory for Arts a,79982,Arizona Conservatory for Arts and Academics,Maricopa,Migrant,*,*,*
2010,4 Year,79981,Choice Education and Development Corporation dba Arizona Conservatory for Arts a,79982,Arizona Conservatory for Arts and Academics,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,79981,Choice Education and Development Corporation dba Arizona Conservatory for Arts a,79982,Arizona Conservatory for Arts and Academics,Maricopa,White,29,33,87.9
2010,4 Year,5186,Cholla Academy,10801,Westland School,Maricopa,All,18,31,58.1
2010,4 Year,5186,Cholla Academy,10801,Westland School,Maricopa,Black/African American,*,*,*
2010,4 Year,5186,Cholla Academy,10801,Westland School,Maricopa,Economically Disadvantaged,13,19,68.4
2010,4 Year,5186,Cholla Academy,10801,Westland School,Maricopa,Female,14,17,82.4
2010,4 Year,5186,Cholla Academy,10801,Westland School,Maricopa,Hispanic or Latino,*,14,50.0
2010,4 Year,5186,Cholla Academy,10801,Westland School,Maricopa,Limited English Proficient,*,*,*
2010,4 Year,5186,Cholla Academy,10801,Westland School,Maricopa,Male,*,14,28.6
2010,4 Year,5186,Cholla Academy,10801,Westland School,Maricopa,Migrant,*,*,*
2010,4 Year,5186,Cholla Academy,10801,Westland School,Maricopa,Students With Disabilities,*,*,*
2010,4 Year,5186,Cholla Academy,10801,Westland School,Maricopa,White,11,15,73.3
2010,4 Year,4229,Clifton Unified District,4905,Clifton High School,Greenlee,All,*,16,37.5
2010,4 Year,4229,Clifton Unified District,4905,Clifton High School,Greenlee,Economically Disadvantaged,*,*,*
2010,4 Year,4229,Clifton Unified District,4905,Clifton High School,Greenlee,Female,*,*,*
2010,4 Year,4229,Clifton Unified District,4905,Clifton High School,Greenlee,Hispanic or Latino,*,13,46.2
2010,4 Year,4229,Clifton Unified District,4905,Clifton High School,Greenlee,Limited English Proficient,*,*,*
2010,4 Year,4229,Clifton Unified District,4905,Clifton High School,Greenlee,Male,*,*,*
2010,4 Year,4229,Clifton Unified District,4905,Clifton High School,Greenlee,Migrant,*,*,*
2010,4 Year,4229,Clifton Unified District,4905,Clifton High School,Greenlee,Students With Disabilities,*,*,*
2010,4 Year,4229,Clifton Unified District,4905,Clifton High School,Greenlee,White,*,*,*
2010,4 Year,81027,Cochise Community Development Corporation,81028,The Berean Schools,Cochise,All,17,21,81.0
2010,4 Year,81027,Cochise Community Development Corporation,81028,The Berean Schools,Cochise,Asian,*,*,*
2010,4 Year,81027,Cochise Community Development Corporation,81028,The Berean Schools,Cochise,Black/African American,*,*,*
2010,4 Year,81027,Cochise Community Development Corporation,81028,The Berean Schools,Cochise,Economically Disadvantaged,*,*,*
2010,4 Year,81027,Cochise Community Development Corporation,81028,The Berean Schools,Cochise,Female,*,11,81.8
2010,4 Year,81027,Cochise Community Development Corporation,81028,The Berean Schools,Cochise,Hispanic or Latino,*,*,*
2010,4 Year,81027,Cochise Community Development Corporation,81028,The Berean Schools,Cochise,Limited English Proficient,*,*,*
2010,4 Year,81027,Cochise Community Development Corporation,81028,The Berean Schools,Cochise,Male,*,*,*
2010,4 Year,81027,Cochise Community Development Corporation,81028,The Berean Schools,Cochise,Migrant,*,*,*
2010,4 Year,81027,Cochise Community Development Corporation,81028,The Berean Schools,Cochise,Native American ,*,*,*
2010,4 Year,81027,Cochise Community Development Corporation,81028,The Berean Schools,Cochise,Students With Disabilities,*,*,*
2010,4 Year,81027,Cochise Community Development Corporation,81028,The Berean Schools,Cochise,White,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,79010,County Jail Education Program,Coconino,All,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,79010,County Jail Education Program,Coconino,Economically Disadvantaged,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,79010,County Jail Education Program,Coconino,Hispanic or Latino,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,79010,County Jail Education Program,Coconino,Limited English Proficient,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,79010,County Jail Education Program,Coconino,Male,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,79010,County Jail Education Program,Coconino,Migrant,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,79010,County Jail Education Program,Coconino,Students With Disabilities,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,79010,County Jail Education Program,Coconino,White,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,78915,Juvenile Detention Education Program,Coconino,All,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,78915,Juvenile Detention Education Program,Coconino,Economically Disadvantaged,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,78915,Juvenile Detention Education Program,Coconino,Female,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,78915,Juvenile Detention Education Program,Coconino,Hispanic or Latino,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,78915,Juvenile Detention Education Program,Coconino,Limited English Proficient,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,78915,Juvenile Detention Education Program,Coconino,Male,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,78915,Juvenile Detention Education Program,Coconino,Migrant,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,78915,Juvenile Detention Education Program,Coconino,Native American ,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,78915,Juvenile Detention Education Program,Coconino,Students With Disabilities,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,78915,Juvenile Detention Education Program,Coconino,White,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,85842,Ponderosa High School,Coconino,All,39,61,63.9
2010,4 Year,10386,Coconino County Regional Accommodation SD,85842,Ponderosa High School,Coconino,Black/African American,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,85842,Ponderosa High School,Coconino,Economically Disadvantaged,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,85842,Ponderosa High School,Coconino,Female,18,23,78.3
2010,4 Year,10386,Coconino County Regional Accommodation SD,85842,Ponderosa High School,Coconino,Hispanic or Latino,*,15,60.0
2010,4 Year,10386,Coconino County Regional Accommodation SD,85842,Ponderosa High School,Coconino,Limited English Proficient,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,85842,Ponderosa High School,Coconino,Male,21,38,55.3
2010,4 Year,10386,Coconino County Regional Accommodation SD,85842,Ponderosa High School,Coconino,Migrant,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,85842,Ponderosa High School,Coconino,Native American ,19,24,79.2
2010,4 Year,10386,Coconino County Regional Accommodation SD,85842,Ponderosa High School,Coconino,Students With Disabilities,*,*,*
2010,4 Year,10386,Coconino County Regional Accommodation SD,85842,Ponderosa High School,Coconino,White,*,18,55.6
2010,4 Year,10386,Coconino County Regional Accommodation SD,81127,Tse'yaato' High School,Coconino,All,*,52,19.2
