Cohort Year,Graduation Rate Type,LEA Entity ID,LEA Name,School Entity ID,School Name,County,Subgroup,Number Graduated,Number in Cohort,Percent Graduated in 4 Years
2012,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Asian,33,41,80.49
2012,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Economically Disadvantaged,*,14,42.86
2012,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Female,214,250,85.6
2012,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Hispanic or Latino,122,153,79.74
2012,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Limited English Proficient,*,*,*
2012,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Male,212,265,80
2012,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Migrant,*,*,*
2012,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Multiple Races,*,*,*
2012,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Native America,*,*,*
2012,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2012,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Students with Disabilities,21,32,65.63
2012,4 Year,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,White,201,237,84.81
2012,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,African American,15,22,68.18
2012,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,All,290,338,85.8
2012,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Asian,12,14,85.71
2012,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Economically Disadvantaged,*,*,*
2012,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Female,137,153,89.54
2012,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Hispanic or Latino,100,115,86.96
2012,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Limited English Proficient,*,*,*
2012,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Male,153,185,82.7
2012,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Migrant,*,*,*
2012,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Multiple Races,*,*,*
2012,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Native America,*,*,*
2012,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Students with Disabilities,14,21,66.67
2012,4 Year,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,White,153,177,86.44
2012,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,African American,0,15,0
2012,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,All,19,146,13.01
2012,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Asian,*,*,*
2012,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Economically Disadvantaged,19,123,15.45
2012,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Female,13,73,17.81
2012,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Hispanic or Latino,16,108,14.81
2012,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Limited English Proficient,*,*,*
2012,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Male,*,73,8.22
2012,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Migrant,*,*,*
2012,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Native America,*,*,*
2012,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2012,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Students with Disabilities,*,*,*
2012,4 Year,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,White,*,12,16.67
2012,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,All,23,30,76.67
2012,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Asian,*,*,*
2012,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Economically Disadvantaged,*,*,*
2012,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Female,14,17,82.35
2012,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Hispanic or Latino,14,17,82.35
2012,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Limited English Proficient,*,*,*
2012,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Male,*,13,69.23
2012,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Migrant,*,*,*
2012,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Native America,*,*,*
2012,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Students with Disabilities,*,*,*
2012,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,White,*,*,*
2012,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,African American,*,*,*
2012,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,All,84,117,71.79
2012,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Economically Disadvantaged,77,103,74.76
2012,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Female,44,61,72.13
2012,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Hispanic or Latino,81,111,72.97
2012,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Limited English Proficient,*,*,*
2012,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Male,40,56,71.43
2012,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Migrant,*,*,*
2012,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Native America,*,*,*
2012,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Students with Disabilities,*,*,*
2012,4 Year,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,White,*,*,*
2012,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,African American,*,*,*
2012,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,All,33,82,40.24
2012,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Economically Disadvantaged,12,38,31.58
2012,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Female,16,34,47.06
2012,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Hispanic or Latino,*,25,40
2012,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Limited English Proficient,*,*,*
2012,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Male,17,48,35.42
2012,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Migrant,*,*,*
2012,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Native America,*,*,*
2012,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,Students with Disabilities,*,*,*
2012,4 Year,79883,American Charter Schools Foundation d.b.a. Apache Trail High School,6346,Apache Trail High School,Pinal,White,20,53,37.74
2012,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,African American,*,*,*
2012,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,All,24,88,27.27
2012,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Economically Disadvantaged,23,73,31.51
2012,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Female,14,44,31.82
2012,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Hispanic or Latino,14,70,20
2012,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Limited English Proficient,*,*,*
2012,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Male,*,44,22.73
2012,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Migrant,*,*,*
2012,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Multiple Races,*,*,*
2012,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,Students with Disabilities,*,*,*
2012,4 Year,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,White,*,13,53.85
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,African American,11,20,55
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,All,121,179,67.6
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Asian,*,*,*
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Economically Disadvantaged,46,75,61.33
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Female,60,74,81.08
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Hispanic or Latino,28,49,57.14
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Limited English Proficient,*,*,*
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Male,61,105,58.1
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Migrant,*,*,*
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Multiple Races,*,*,*
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Native America,*,*,*
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,Students with Disabilities,14,19,73.68
2012,4 Year,79872,American Charter Schools Foundation d.b.a. Desert Hills High School,78901,Desert Hills High School,Maricopa,White,76,102,74.51
2012,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,African American,15,27,55.56
2012,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,All,83,181,45.86
2012,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Economically Disadvantaged,76,160,47.5
2012,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Female,48,95,50.53
2012,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Hispanic or Latino,61,137,44.53
2012,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Limited English Proficient,*,*,*
2012,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Male,35,86,40.7
2012,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Migrant,*,*,*
2012,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Native America,*,*,*
2012,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,Students with Disabilities,*,16,50
2012,4 Year,79873,American Charter Schools Foundation d.b.a. Estrella High School,78900,Estrella High School,Maricopa,White,*,16,43.75
2012,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,African American,*,17,29.41
2012,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,All,59,158,37.34
2012,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Asian,*,*,*
2012,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Economically Disadvantaged,46,128,35.94
2012,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Female,38,77,49.35
2012,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Hispanic or Latino,37,92,40.22
2012,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Limited English Proficient,*,*,*
2012,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Male,21,81,25.93
2012,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Migrant,*,*,*
2012,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Multiple Races,*,*,*
2012,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Native America,*,*,*
2012,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,Students with Disabilities,*,17,5.88
2012,4 Year,79875,American Charter Schools Foundation d.b.a. Peoria Accelerated High School,78817,Peoria Accelerated High School,Maricopa,White,14,34,41.18
2012,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,African American,13,25,52
2012,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,All,43,103,41.75
2012,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,Economically Disadvantaged,39,94,41.49
2012,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,Female,27,51,52.94
2012,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,Hispanic or Latino,27,70,38.57
2012,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,Limited English Proficient,*,*,*
2012,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,Male,16,52,30.77
2012,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,Migrant,*,*,*
2012,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,Multiple Races,*,*,*
2012,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,Native America,*,*,*
2012,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,Students with Disabilities,*,11,36.36
2012,4 Year,80989,American Charter Schools Foundation d.b.a. South Pointe High School,80990,South Pointe High School,Maricopa,White,*,*,*
2012,4 Year,88334,American Charter Schools Foundation d.b.a. South Ridge High School,88335,South Ridge High School,Maricopa,African American,*,*,*
2012,4 Year,88334,American Charter Schools Foundation d.b.a. South Ridge High School,88335,South Ridge High School,Maricopa,All,65,67,97.01
2012,4 Year,88334,American Charter Schools Foundation d.b.a. South Ridge High School,88335,South Ridge High School,Maricopa,Asian,*,*,*
2012,4 Year,88334,American Charter Schools Foundation d.b.a. South Ridge High School,88335,South Ridge High School,Maricopa,Economically Disadvantaged,53,55,96.36
